# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT,DIP,DIP.1,target_pregnant,et_month,et_dayofweek,opu_lag_days,freeze_lag_days
458.0,DZF,DZF,DZF,2025-12-17,DZF,85,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-20,Open,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
459.0,DZF,DZF,DZF,2025-12-17,DZF,31828,Local crossbred,Cow,,left,17.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
460.0,DZF,DZF,DZF,2025-12-17,DZF,32062,Local crossbred,Cow,,left,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
461.0,DZF,DZF,DZF,2025-12-17,DZF,174,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
462.0,DZF,DZF,DZF,2025-12-17,DZF,334,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
463.0,DZF,DZF,DZF,2025-12-17,DZF,155,Local crossbred,Cow,,right,18.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
464.0,DZF,DZF,DZF,2025-12-17,DZF,324,Local crossbred,Cow,,right,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
465.0,DZF,DZF,DZF,2025-12-17,DZF,354,Local crossbred,Cow,,left,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
466.0,DZF,DZF,DZF,2025-12-17,DZF,301,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
467.0,DZF,DZF,DZF,2025-12-17,DZF,318,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
468.0,DZF,DZF,DZF,2025-12-17,DZF,286,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,204,Red Brahman,3.7,MR H AUBURN ROJO 706,1.4,Conventional,Red Brahman,,,63.0,1.0,2025-12,2.0,,
469.0,DZF,DZF,DZF,2025-12-17,DZF,342,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1055-1,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-20,Pregnant,,,,,602,Grey Brahman,2.5,MR V8 160/8,6.2,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
470.0,DZF,DZF,DZF,2025-12-17,DZF,371,Local crossbred,Cow,,right,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
471.0,DZF,DZF,DZF,2025-12-17,DZF,350,Local crossbred,Cow,,right,16.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
472.0,DZF,DZF,DZF,2025-12-17,DZF,356,Local crossbred,Cow,,left,12.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6.0,1.0,,,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
473.0,DZF,DZF,DZF,2025-12-17,DZF,32291,Local crossbred,Cow,,right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
474.0,DZF,DZF,DZF,2025-12-17,DZF,32159,Local crossbred,Cow,,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6.0,1.0,,,2026-01-20,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,63.0,1.0,2025-12,2.0,,
475.0,DZF,DZF,DZF,2025-12-17,DZF,345,Local crossbred,Cow,,left,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6.0,1.0,,,2026-01-20,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,,
476.0,DZF,DZF,DZF,2025-12-17,DZF,32141,Local crossbred,Cow,,right,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-20,Open,,,,,204,Red Brahman,3.7,MR H AUBURN ROJO 706,1.4,Conventional,Red Brahman,,,,0.0,2025-12,2.0,,
477.0,DZF,DZF,DZF,2025-12-17,DZF,87,Local crossbred,Cow,,right,12.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,,Ruben,Talal,3.25,6.0,1.0,Yes,7.0,2026-01-20,Open,,,,,204,Red Brahman,3.7,MR H AUBURN ROJO 706,1.4,Conventional,Red Brahman,,,,0.0,2025-12,2.0,,
478.0,DZF,DZF,DZF,2025-12-17,DZF,307,Local crossbred,Cow,,right,15.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,,Ruben,Talal,3.25,7.0,1.0,,,2026-01-20,Pregnant,,,,,204,Red Brahman,3.7,MR H AUBURN ROJO 706,1.4,Conventional,Red Brahman,,,63.0,1.0,2025-12,2.0,,
479.0,DZF,DZF,DZF,2026-02-04,DZF,355,Local crossbred,Cow,Yes,left,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-6,,Masroor,Talal,3.25,6.0,1.0,Yes,7.0,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
480.0,DZF,DZF,DZF,2026-02-04,DZF,264,Local crossbred,Cow,Yes,left,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7.0,1.0,Yes,7.0,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
481.0,DZF,DZF,DZF,2026-02-04,DZF,289,Local crossbred,Cow,,right,14.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7.0,1.0,,,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
482.0,DZF,DZF,DZF,2026-02-04,DZF,143,Local crossbred,Cow,Yes,right,14.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7.0,1.0,Yes,7.0,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
483.0,DZF,DZF,DZF,2026-02-04,DZF,172,Local crossbred,Cow,Yes,left,12.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7.0,1.0,Yes,7.0,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
484.0,DZF,DZF,DZF,2026-02-04,DZF,104,Local crossbred,Cow,,right,15.0,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7.0,1.0,,,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
485.0,DZF,DZF,DZF,2026-02-04,DZF,184,Local crossbred,Cow,Yes,right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,6.0,1.0,Yes,7.0,,,,,,,257,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
486.0,DZF,DZF,DZF,2026-02-04,DZF,189,Local crossbred,Cow,,right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7.0,1.0,,,,,,,,,257,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
487.0,DZF,DZF,DZF,2026-02-04,DZF,348,Local crossbred,Cow,Yes,right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7.0,1.0,Yes,7.0,,,,,,,257,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
488.0,DZF,DZF,DZF,2026-02-04,DZF,205,Local crossbred,Cow,,right,15.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,6.0,1.0,,,,,,,,,257,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,,2026-02,2.0,,
